tract,no_internet,no_computer,no_internet_computer_universe,no_internet_pct,no_computer_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037203100,259,155,1248,20.8,12.4,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2364,7129819.72167969,11829.9124037394
06037203200,228,111,1348,16.9,8.2,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2365,5493896.24511719,10209.5503314963
06037203300,54,50,433,12.5,11.5,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2366,15937496.7421875,15581.4837631728
06037203500,148,94,981,15.1,9.6,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2367,17896885.2734375,18825.822752702
06037203601,207,73,823,25.2,8.9,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2368,3595069.3203125,12438.141528599
06037203602,238,215,556,42.8,38.7,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2369,2435445.70605469,6781.75309721164
06037203710,130,34,818,15.9,4.2,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2370,3036028.59277344,7623.77931285554
06037203720,273,43,988,27.6,4.4,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2371,3456064.82128906,7965.71868437541
06037203800,227,199,1266,17.9,15.7,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2372,5236904.2578125,9426.91300122421
06037203900,141,68,705,20,9.6,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2373,4820099.33300781,12064.0443147393
06037204110,157,156,849,18.5,18.4,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2374,6496519.90527344,10204.5960857854
06037204120,215,107,768,28,13.9,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2375,2822350.29785156,6970.22870586768
06037204200,269,173,988,27.2,17.5,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2376,3242329.5078125,7623.72918950464
06037204300,417,301,1357,30.7,22.2,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2377,6926376.47363281,10887.9795830408
06037204410,146,96,668,21.9,14.4,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2378,3196327.39941406,7592.69194033303
06037204420,229,142,871,26.3,16.3,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2379,3252575.08105469,7655.41242688088
06037204600,297,166,1144,26,14.5,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2380,6201551.64453125,12222.8879585773
06037204700,183,94,1237,14.8,7.6,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2381,10907423.2275391,13331.4615318919
06037204810,223,71,1301,17.1,5.5,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2382,8327932.84472656,11953.620001894
06037204820,144,75,517,27.9,14.5,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2383,3446622.07226563,8345.42760666259
06037204910,273,196,968,28.2,20.2,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2384,5538623.95019531,9616.4075898784
06037204920,139,82,667,20.8,12.3,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2385,9771951.94824219,12570.5753517188
06037205110,307,91,833,36.9,10.9,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2386,2956008.29492188,9068.86721480584
06037205120,297,143,890,33.4,16.1,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2387,15952710.9560547,19218.2535781039
06037206010,201,102,1418,14.2,7.2,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2388,15714297.7324219,20599.4311936173
06037206020,8,0,281,2.8,0,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2389,9395603.39355469,11938.5563604867
06037206050,363,267,821,44.2,32.5,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2390,19183090.3291016,25485.7001959992
06037402705,94,42,868,10.8,4.8,District 1,City of Pomona,SPA 3 - San Gabriel,2391,9314329.82714844,12971.271031193
06037402706,72,39,928,7.8,4.2,District 1,City of Pomona,SPA 3 - San Gabriel,2392,11470814.4707031,13790.5215066862
06037402801,90,50,1084,8.3,4.6,District 1,City of Pomona,SPA 3 - San Gabriel,2393,19570734.1650391,22076.2877562264
06037402803,49,21,714,6.9,2.9,District 1,City of Pomona,SPA 3 - San Gabriel,2394,6782161.09667969,10582.1390051235
06037402804,181,36,954,19,3.8,District 1,City of Pomona,SPA 3 - San Gabriel,2395,14173729.0957031,16157.1580972152
06037402902,204,117,1645,12.4,7.1,District 1,City of Pomona,SPA 3 - San Gabriel,2396,19841932.1748047,20582.3830242299
06037402903,168,102,947,17.7,10.8,District 1,City of Pomona,SPA 3 - San Gabriel,2397,17098139.4443359,16949.8804386065
06037402904,108,41,844,12.8,4.9,District 1,City of Pomona,SPA 3 - San Gabriel,2398,20545177.4394531,20768.1525402471
06037403000,202,72,1539,13.1,4.7,District 1,City of Pomona,SPA 3 - San Gabriel,2399,25935118.1005859,25674.654163569
06037403305,15,0,678,2.2,0,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2400,15852928.9345703,16169.6051387206
06037403316,434,248,2600,16.7,9.5,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2401,31227870.4296875,28407.3514121093
06037403317,62,43,1663,3.7,2.6,District 1,City of Pomona,SPA 3 - San Gabriel,2402,45249838.1503906,38495.647543656
06037403318,35,17,2042,1.7,0.8,District 1,City of Pomona,SPA 3 - San Gabriel,2403,36313472.5634766,30162.6617900315
06037403319,52,33,1632,3.2,2,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2404,23949384.9863281,19902.2604647346
06037403320,42,33,1561,2.7,2.1,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2405,42268290.5195313,28539.8300731742
06037403321,110,42,1722,6.4,2.4,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2406,68491573.2246094,40641.0739226028
06037403323,36,29,1749,2.1,1.7,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2407,33794601.7744141,26854.3391626016
06037403324,15,15,2089,0.7,0.7,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2408,85652892.2109375,45729.976431207
06037403325,73,18,1582,4.6,1.1,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2409,184120306.144531,82994.0611182864
06037403326,24,12,670,3.6,1.8,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2410,20893976.203125,27695.6394669897
06037403327,57,46,815,7,5.6,District 1,City of Industry,SPA 3 - San Gabriel,2411,95594101.1445313,58739.2326598687
06037403328,138,46,1710,8.1,2.7,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2412,30156996.1630859,30930.7010192516
06037403401,77,10,1523,5.1,0.7,District 1,City of Walnut,SPA 3 - San Gabriel,2413,24291577.8193359,31329.9465959847
06037403402,35,30,1055,3.3,2.8,District 1,City of Walnut,SPA 3 - San Gabriel,2414,18571800.9765625,17426.7844860496
06037403403,86,39,1704,5,2.3,District 1,City of Walnut,SPA 3 - San Gabriel,2415,42248763.2265625,42482.9612413728
06037403404,30,26,699,4.3,3.7,District 1,City of Walnut,SPA 3 - San Gabriel,2416,25501443.0351563,24508.9409081616
06037403407,11,6,706,1.6,0.8,District 1,City of Walnut,SPA 3 - San Gabriel,2417,50545933.3857422,36577.1983960611
06037403408,80,107,2066,3.9,5.2,District 1,City of Walnut,SPA 3 - San Gabriel,2418,34523037.8574219,25578.8277277135
06037403409,91,26,1353,6.7,1.9,District 1,City of Walnut,SPA 3 - San Gabriel,2419,50692519.3876953,37923.9196674502
06037403500,114,74,562,20.3,13.2,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,2420,52900904.6933594,37011.7206648879
06037403601,245,115,2106,11.6,5.5,District 1,City of Covina,SPA 3 - San Gabriel,2421,52804692.1113281,37368.8474283504
06037403702,83,7,1175,7.1,0.6,District 1,City of Covina,SPA 3 - San Gabriel,2422,18411294.7939453,18679.930883638
06037403703,270,197,1460,18.5,13.5,District 5,City of San Dimas,SPA 3 - San Gabriel,2423,23344441.3515625,22187.8967088395
06037403721,256,149,1677,15.3,8.9,District 1,City of Covina,SPA 3 - San Gabriel,2424,20400845.7558594,20593.0904728218
06037403722,233,42,1597,14.6,2.6,District 1,City of Covina,SPA 3 - San Gabriel,2425,19439753.5751953,18579.5405989708
06037403801,262,60,2032,12.9,3,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,2426,20296824.0761719,21430.16347871
06037403802,288,102,2050,14,5,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,2427,13957913.5576172,15924.8506746082
06037403901,121,33,875,13.8,3.8,District 5,City of Glendora,SPA 3 - San Gabriel,2428,13577493.9423828,16931.3409127036
06037403902,80,0,1506,5.3,0,District 5,City of Glendora,SPA 3 - San Gabriel,2429,22760108.8496094,18615.3924778608
06037404000,176,61,1281,13.7,4.8,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2430,14226603.9101563,16068.9152871129
06037404100,348,104,1446,24.1,7.2,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2431,14636993.5263672,16139.9370667969
06037404201,142,33,912,15.6,3.6,District 1,City of Azusa,SPA 3 - San Gabriel,2432,9956456.54199219,13460.7938209717
06037404203,85,23,791,10.7,2.9,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2433,6947296.41113281,10555.7668801653
06037554600,228,96,1177,19.4,8.2,District 4,City of Norwalk,SPA 7 - East,2434,11352667.2988281,14455.3216473466
06037554700,83,68,956,8.7,7.1,District 4,City of Norwalk,SPA 7 - East,2435,8629341.53808594,13793.1128711348
06037554801,118,42,739,16,5.7,District 4,City of Artesia,SPA 7 - East,2436,9697516.66113281,14814.5067019816
06037554802,158,130,1710,9.2,7.6,District 4,City of Artesia,SPA 7 - East,2437,16564740.9658203,19053.2580313674
06037554900,382,197,2045,18.7,9.6,District 4,City of Artesia,SPA 7 - East,2438,18985472.4882813,24614.4140144093
06037555001,165,124,1557,10.6,8,District 4,City of Lakewood,SPA 7 - East,2439,13975507.4873047,17304.5758248415
06037555002,121,48,1193,10.1,4,District 4,City of Lakewood,SPA 7 - East,2440,9811588.18261719,12787.4454706377
06037555105,141,58,1664,8.5,3.5,District 4,City of Lakewood,SPA 7 - East,2441,11763459.9091797,18262.1111067525
06037555106,234,96,922,25.4,10.4,District 4,City of Hawaiian Gardens,SPA 7 - East,2442,9736114.04785156,14053.1865929202
06037555107,129,69,1844,7,3.7,District 4,City of Lakewood,SPA 7 - East,2443,13575467.3398438,17906.1493804988
06037555202,43,26,1104,3.9,2.4,District 4,City of Long Beach,SPA 8 - South Bay,2444,11900695.8427734,17416.3052327043
06037555211,231,113,1397,16.5,8.1,District 4,City of Hawaiian Gardens,SPA 7 - East,2445,8568238.05859375,11592.313355652
06037555212,263,68,1385,19,4.9,District 4,City of Hawaiian Gardens,SPA 7 - East,2446,8705423.1171875,14023.7882598829
06037555300,190,72,1011,18.8,7.1,District 4,City of Norwalk,SPA 7 - East,2447,18377893.7402344,20436.3723479572
06037570001,145,53,1540,9.4,3.4,District 4,City of Lakewood,SPA 7 - East,2448,16454104.3056641,17390.4804847533
